person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file
55000,MORTGAGE,6.0,PERSONAL,B,3775,11.71,0,0.07,N
42000,RENT,10.0,DEBTCONSOLIDATION,A,7000,,0,0.17,N
55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,0,0.12,N
42000,RENT,6.0,DEBTCONSOLIDATION,C,7000,12.68,0,0.17,N
55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.51,0,0.14,N
42000,RENT,8.0,MEDICAL,A,7000,5.79,0,0.17,N
55000,MORTGAGE,7.0,VENTURE,A,6500,7.9,0,0.12,N
55000,MORTGAGE,7.0,PERSONAL,D,6625,16.77,0,0.12,Y
36000,RENT,,MEDICAL,C,7000,13.98,1,0.19,Y
55000,MORTGAGE,0.0,PERSONAL,A,2000,,0,0.04,N
42000,RENT,4.0,MEDICAL,C,7000,13.61,0,0.17,N
36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,1,0.19,Y
42000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.17,N
55000,MORTGAGE,9.0,VENTURE,B,5000,9.91,0,0.09,N
42000,RENT,4.0,EDUCATION,A,7000,8.63,0,0.17,N
55000,MORTGAGE,3.0,PERSONAL,A,15000,6.62,0,0.27,N
36614,RENT,5.0,MEDICAL,B,7000,9.99,1,0.19,N
55000,MORTGAGE,,VENTURE,A,4500,8.49,0,0.08,N
55000,MORTGAGE,8.0,EDUCATION,B,12375,9.91,0,0.23,N
43000,RENT,2.0,MEDICAL,B,7000,9.99,0,0.16,N
43000,RENT,7.0,EDUCATION,E,7000,,0,0.16,N
49000,MORTGAGE,8.0,MEDICAL,B,18200,11.99,1,0.37,N
55000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.12,N
55000,MORTGAGE,9.0,EDUCATION,B,6300,11.49,0,0.11,N
55000,MORTGAGE,1.0,EDUCATION,B,4400,10.59,0,0.08,N
43000,RENT,8.0,MEDICAL,A,7000,7.29,0,0.16,N
55000,MORTGAGE,5.0,PERSONAL,A,12000,5.42,0,0.22,N
37200,RENT,6.0,DEBTCONSOLIDATION,A,7000,7.9,1,0.19,N
55000,OWN,6.0,MEDICAL,B,4800,11.99,0,0.09,N
55000,OWN,5.0,VENTURE,C,15000,13.49,0,0.27,N
49000,MORTGAGE,4.0,VENTURE,E,11400,17.99,1,0.23,Y
55000,MORTGAGE,3.0,EDUCATION,D,5000,15.99,0,0.09,N
55000,OWN,1.0,VENTURE,B,10000,10.99,0,0.18,N
55000,MORTGAGE,9.0,VENTURE,A,6500,7.49,0,0.12,N
55000,MORTGAGE,6.0,MEDICAL,A,9500,7.49,0,0.17,N
44500,RENT,2.0,EDUCATION,A,7000,8.0,0,0.16,N
45000,RENT,5.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.16,N
39000,RENT,2.0,PERSONAL,A,7000,8.9,1,0.18,N
55000,MORTGAGE,8.0,VENTURE,A,1800,7.49,0,0.03,N
55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0,0.44,N
49000,MORTGAGE,1.0,EDUCATION,C,7000,,1,0.14,N
39000,RENT,1.0,VENTURE,D,7000,16.77,1,0.18,N
45000,RENT,1.0,VENTURE,A,7000,7.51,0,0.16,N
55000,MORTGAGE,7.0,VENTURE,A,3000,5.99,0,0.05,N
55000,MORTGAGE,10.0,VENTURE,A,10000,7.49,0,0.18,N
49000,MORTGAGE,4.0,MEDICAL,B,2000,11.99,1,0.04,N
55000,MORTGAGE,10.0,VENTURE,C,2800,13.49,0,0.05,N
55000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4200,15.23,0,0.08,Y
45000,RENT,2.0,EDUCATION,A,7000,7.51,0,0.16,N
55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.07,N
45000,RENT,9.0,EDUCATION,B,7000,10.99,0,0.16,N
55000,MORTGAGE,0.0,EDUCATION,C,11075,13.49,0,0.2,N
45000,RENT,5.0,VENTURE,A,7000,5.42,0,0.16,N
55000,OWN,4.0,VENTURE,D,9000,16.49,0,0.16,Y
39000,RENT,8.0,PERSONAL,D,7000,14.42,1,0.18,N
45600,RENT,0.0,MEDICAL,B,7000,9.99,0,0.15,N
46000,RENT,9.0,MEDICAL,A,7000,8.49,0,0.15,N
46000,RENT,5.0,EDUCATION,B,7000,10.25,0,0.15,N
46000,RENT,1.0,EDUCATION,A,7000,7.4,0,0.15,N
55000,MORTGAGE,7.0,MEDICAL,B,13500,9.67,0,0.25,N
55000,MORTGAGE,7.0,EDUCATION,A,15000,,0,0.27,N
46000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.07,0,0.15,N
46800,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.63,0,0.15,N
55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850,5.42,0,0.07,N
47000,RENT,8.0,VENTURE,A,7000,6.62,0,0.15,N
55000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.15,N
55000,MORTGAGE,1.0,VENTURE,B,1500,11.49,0,0.03,N
47000,RENT,3.0,MEDICAL,A,7000,6.54,0,0.15,N
55000,OWN,1.0,PERSONAL,C,6000,15.23,0,0.11,Y
55000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,0,0.15,N
47000,RENT,5.0,VENTURE,D,7000,14.96,0,0.15,Y
55000,MORTGAGE,7.0,MEDICAL,A,8000,7.49,0,0.15,N
55000,MORTGAGE,7.0,MEDICAL,C,10000,13.99,0,0.18,Y
41500,RENT,3.0,VENTURE,D,7000,15.7,1,0.17,Y
48000,RENT,10.0,MEDICAL,B,7000,12.69,0,0.15,N
48000,RENT,5.0,MEDICAL,A,7000,5.79,0,0.15,N
48000,RENT,6.0,EDUCATION,A,7000,8.94,0,0.15,N
48000,RENT,10.0,MEDICAL,A,7000,9.63,0,0.15,N
55000,MORTGAGE,2.0,EDUCATION,B,5000,11.11,0,0.09,N
48226,RENT,9.0,MEDICAL,A,7000,7.9,0,0.15,N
49500,RENT,2.0,MEDICAL,C,7000,,0,0.14,N
50000,RENT,4.0,MEDICAL,C,7000,15.27,0,0.14,Y
55000,MORTGAGE,8.0,EDUCATION,B,9600,,0,0.17,N
50000,RENT,8.0,DEBTCONSOLIDATION,B,7000,11.71,0,0.14,N
55000,MORTGAGE,2.0,MEDICAL,A,11300,7.29,0,0.21,N
55000,MORTGAGE,4.0,PERSONAL,A,5000,7.66,0,0.09,N
50000,RENT,8.0,VENTURE,A,7000,,0,0.14,N
55000,MORTGAGE,10.0,VENTURE,A,5000,6.92,0,0.09,N
50000,RENT,1.0,MEDICAL,B,7000,10.37,0,0.14,N
50000,RENT,2.0,VENTURE,A,7000,7.66,0,0.14,N
55000,MORTGAGE,1.0,EDUCATION,B,10000,10.0,0,0.18,N
55000,MORTGAGE,1.0,EDUCATION,B,12000,9.63,0,0.22,N
55000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.18,N
55000,OWN,6.0,EDUCATION,B,25000,10.74,0,0.45,N
50000,RENT,3.0,EDUCATION,A,7000,7.51,0,0.14,N
55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8500,,0,0.15,N
55000,MORTGAGE,6.0,VENTURE,B,12000,9.99,0,0.22,N
50000,RENT,2.0,VENTURE,A,7000,9.63,0,0.14,N
50000,RENT,2.0,EDUCATION,A,7000,9.32,0,0.14,N
55000,MORTGAGE,5.0,PERSONAL,A,15000,6.17,0,0.27,N
49000,MORTGAGE,6.0,PERSONAL,A,10000,5.79,1,0.2,N
44004,RENT,2.0,HOMEIMPROVEMENT,B,7000,11.46,1,0.16,N
50026,RENT,3.0,PERSONAL,A,7000,,0,0.14,N
55000,MORTGAGE,5.0,PERSONAL,A,7750,6.17,0,0.14,N
51000,RENT,1.0,MEDICAL,A,7000,6.99,0,0.14,N
45000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.16,Y
51000,RENT,6.0,VENTURE,B,7000,12.18,0,0.14,N
52000,RENT,3.0,EDUCATION,B,7000,10.65,0,0.13,N
55000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N
52000,RENT,2.0,HOMEIMPROVEMENT,B,7000,10.59,0,0.13,N
55000,MORTGAGE,2.0,MEDICAL,C,4800,12.98,0,0.09,N
55000,MORTGAGE,2.0,EDUCATION,A,12000,6.54,0,0.22,N
52000,RENT,5.0,EDUCATION,A,7000,7.49,0,0.13,N
52000,RENT,11.0,EDUCATION,A,7000,7.88,0,0.13,N
55000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10500,5.79,0,0.19,N
52000,RENT,1.0,MEDICAL,A,7000,7.74,0,0.13,N
55000,OWN,2.0,EDUCATION,A,2200,5.42,0,0.04,N
52000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.13,N
55000,OWN,,VENTURE,A,1275,6.91,0,0.02,N
52800,RENT,3.0,PERSONAL,D,7000,17.58,0,0.13,N
55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17000,6.91,0,0.31,N
49000,MORTGAGE,10.0,DEBTCONSOLIDATION,E,13000,16.45,1,0.27,N
55000,OWN,7.0,VENTURE,B,1000,11.49,0,0.02,N
54000,RENT,0.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.13,N
55000,MORTGAGE,9.0,MEDICAL,A,15000,7.88,0,0.27,N
54000,RENT,1.0,EDUCATION,C,7000,13.47,0,0.13,Y
55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.05,N
54008,RENT,5.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.13,N
49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N
55000,MORTGAGE,1.0,EDUCATION,B,10000,10.75,0,0.18,N
55000,OWN,5.0,EDUCATION,B,11000,10.38,0,0.2,N
55000,OWN,3.0,MEDICAL,B,16000,,0,0.29,N
55000,MORTGAGE,5.0,EDUCATION,C,10000,14.72,0,0.18,N
85000,RENT,0.0,EDUCATION,B,7000,10.74,0,0.08,N
49000,MORTGAGE,7.0,MEDICAL,D,5000,15.21,1,0.1,N
89000,RENT,4.0,EDUCATION,B,7000,10.99,0,0.08,N
55000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,9800,7.88,0,0.18,N
89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,N
55000,MORTGAGE,3.0,EDUCATION,D,7500,14.84,0,0.14,Y
90000,RENT,1.0,MEDICAL,B,7000,10.65,0,0.08,N
90000,RENT,8.0,PERSONAL,C,7000,13.49,0,0.08,Y
50000,RENT,1.0,DEBTCONSOLIDATION,B,7150,12.69,0,0.14,N
55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000,13.98,0,0.24,Y
61200,RENT,3.0,HOMEIMPROVEMENT,A,7150,6.99,0,0.12,N
55000,MORTGAGE,7.0,VENTURE,C,7000,13.23,0,0.13,Y
55000,MORTGAGE,10.0,MEDICAL,A,3000,6.76,0,0.05,N
85000,RENT,0.0,DEBTCONSOLIDATION,A,7175,7.49,0,0.08,N
14400,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,1,0.5,N
55000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0,0.09,N
20800,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.91,1,0.35,N
55000,MORTGAGE,5.0,EDUCATION,A,10500,7.51,0,0.19,N
21600,RENT,9.0,VENTURE,B,7200,10.38,1,0.33,N
22000,RENT,3.0,VENTURE,A,7200,5.79,1,0.33,N
23000,RENT,1.0,DEBTCONSOLIDATION,B,7200,12.69,1,0.31,N
55000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.15,N
25000,RENT,0.0,EDUCATION,C,7200,12.68,0,0.29,N
55000,MORTGAGE,0.0,PERSONAL,B,10000,10.25,0,0.18,N
55000,MORTGAGE,6.0,PERSONAL,B,10000,10.62,0,0.18,N
25200,RENT,7.0,EDUCATION,B,7200,11.86,1,0.29,N
55000,OWN,10.0,VENTURE,C,14500,12.73,0,0.26,N
27600,RENT,2.0,PERSONAL,B,7200,9.99,0,0.26,N
27600,RENT,7.0,MEDICAL,B,7200,10.59,0,0.26,N
49000,MORTGAGE,4.0,EDUCATION,B,8000,10.25,1,0.16,N
55000,MORTGAGE,3.0,PERSONAL,A,6000,7.51,0,0.11,N
55000,MORTGAGE,6.0,EDUCATION,B,8000,9.88,0,0.15,N
30000,RENT,5.0,VENTURE,B,7200,11.71,0,0.24,N
30000,RENT,7.0,MEDICAL,A,7200,8.9,1,0.24,N
55000,MORTGAGE,6.0,PERSONAL,C,13000,13.85,0,0.24,N
31700,RENT,0.0,DEBTCONSOLIDATION,B,7200,11.71,1,0.23,N
31944,RENT,8.0,MEDICAL,C,7200,13.79,0,0.23,N
32000,RENT,5.0,EDUCATION,A,7200,5.42,0,0.23,N
32004,RENT,0.0,MEDICAL,C,7200,12.84,0,0.22,N
55000,MORTGAGE,10.0,EDUCATION,C,15000,,0,0.27,Y
32496,RENT,9.0,MEDICAL,B,7200,9.51,0,0.22,N
55000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.09,Y
55000,OWN,0.0,VENTURE,A,1000,8.59,0,0.02,N
34000,RENT,5.0,VENTURE,A,7200,7.9,0,0.21,N
49000,MORTGAGE,7.0,PERSONAL,G,15000,19.82,1,0.31,N
34099,RENT,2.0,MEDICAL,C,7200,12.73,0,0.21,N
35000,RENT,9.0,MEDICAL,A,7200,8.9,0,0.21,N
55000,MORTGAGE,2.0,EDUCATION,A,7000,8.59,0,0.13,N
55000,MORTGAGE,8.0,VENTURE,A,5500,8.59,0,0.1,N
55000,MORTGAGE,9.0,PERSONAL,A,10200,8.94,0,0.19,N
55000,OWN,9.0,EDUCATION,C,10000,13.57,0,0.18,Y
55000,OWN,4.0,PERSONAL,A,2000,7.4,0,0.04,N
35000,RENT,5.0,DEBTCONSOLIDATION,B,7200,12.69,0,0.21,N
35004,RENT,0.0,PERSONAL,B,7200,9.99,0,0.21,N
35004,RENT,6.0,MEDICAL,D,7200,,0,0.21,N
31000,RENT,4.0,DEBTCONSOLIDATION,D,7200,14.54,1,0.23,N
55000,MORTGAGE,0.0,MEDICAL,B,12500,,0,0.23,N
37000,RENT,0.0,DEBTCONSOLIDATION,C,7200,11.34,0,0.19,Y
37200,RENT,8.0,EDUCATION,A,7200,7.9,0,0.19,N
37245,RENT,9.0,EDUCATION,A,7200,8.9,0,0.19,N
38000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.9,0,0.19,N
49000,MORTGAGE,0.0,MEDICAL,B,5000,12.18,1,0.1,N
38400,RENT,2.0,MEDICAL,B,7200,9.91,0,0.19,N
38896,RENT,2.0,PERSONAL,C,7200,13.48,0,0.19,Y
40000,RENT,6.0,EDUCATION,D,7200,17.58,0,0.18,Y
40000,RENT,3.0,PERSONAL,E,7200,18.79,0,0.18,N
55000,MORTGAGE,8.0,VENTURE,B,7000,12.53,0,0.13,N
55000,MORTGAGE,10.0,VENTURE,A,12500,8.94,0,0.23,N
40000,RENT,1.0,EDUCATION,B,7200,9.88,0,0.18,N
55000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,2000,13.22,0,0.04,N
41000,RENT,3.0,EDUCATION,B,7200,12.53,0,0.18,N
55000,OWN,6.0,EDUCATION,A,4000,9.32,0,0.07,N
42000,RENT,6.0,EDUCATION,A,7200,5.42,0,0.17,N
55000,OWN,6.0,MEDICAL,C,18500,13.16,0,0.34,N
42996,RENT,7.0,VENTURE,A,7200,8.0,0,0.17,N
55000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,8.0,0,0.15,N
43200,RENT,8.0,MEDICAL,C,7200,13.49,0,0.17,Y
55000,MORTGAGE,2.0,VENTURE,A,6000,8.0,0,0.11,N
55000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8500,12.21,0,0.15,N
45000,RENT,3.0,DEBTCONSOLIDATION,B,7200,10.65,0,0.16,N
45000,RENT,3.0,PERSONAL,A,7200,9.38,0,0.16,N
39000,RENT,0.0,HOMEIMPROVEMENT,B,7200,9.45,1,0.18,N
46000,RENT,5.0,DEBTCONSOLIDATION,C,7200,,0,0.16,Y
48000,RENT,5.0,EDUCATION,B,7200,12.42,0,0.15,N
48000,RENT,7.0,PERSONAL,C,7200,14.27,0,0.15,Y
48000,RENT,7.0,PERSONAL,B,7200,11.71,0,0.15,N
55000,MORTGAGE,2.0,EDUCATION,E,14000,15.68,0,0.25,Y
48000,RENT,7.0,PERSONAL,B,7200,12.69,0,0.15,N
48000,RENT,1.0,MEDICAL,B,7200,9.62,0,0.15,N
49000,MORTGAGE,6.0,EDUCATION,A,10000,8.0,1,0.2,N
48000,RENT,6.0,DEBTCONSOLIDATION,B,7200,11.36,0,0.15,N
55000,MORTGAGE,8.0,PERSONAL,D,15000,,0,0.27,Y
55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1600,13.79,0,0.03,N
49920,RENT,0.0,MEDICAL,C,7200,13.06,0,0.14,Y
55000,OTHER,5.0,VENTURE,A,4000,9.32,0,0.07,N
50000,RENT,0.0,VENTURE,B,7200,11.71,0,0.14,N
50000,RENT,6.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N
49000,MORTGAGE,2.0,VENTURE,C,5000,11.28,1,0.1,Y
50000,RENT,2.0,PERSONAL,A,7200,8.49,0,0.14,N
50000,RENT,5.0,MEDICAL,A,7200,7.29,0,0.14,N
50004,RENT,4.0,DEBTCONSOLIDATION,C,7200,12.84,0,0.14,Y
55000,MORTGAGE,9.0,VENTURE,C,3600,11.34,0,0.07,Y
49000,OTHER,1.0,PERSONAL,C,20000,11.34,1,0.41,Y
55000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.2,0,0.27,N
52000,RENT,3.0,EDUCATION,B,7200,12.69,0,0.14,N
55000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275,8.07,0,0.1,N
54600,RENT,2.0,EDUCATION,C,7200,12.53,0,0.13,N
55004,MORTGAGE,4.0,EDUCATION,D,9600,14.74,0,0.17,Y
54990,RENT,4.0,DEBTCONSOLIDATION,C,7200,15.27,0,0.13,Y
55008,OWN,5.0,MEDICAL,C,10500,13.16,0,0.19,Y
54996,RENT,8.0,EDUCATION,B,7200,,0,0.13,N
54996,RENT,5.0,DEBTCONSOLIDATION,A,7200,7.66,0,0.13,N
55000,RENT,1.0,MEDICAL,A,7200,7.9,0,0.13,N
49700,RENT,2.0,PERSONAL,B,7200,10.38,1,0.14,N
50000,RENT,7.0,MEDICAL,D,7200,17.58,1,0.14,Y
51000,RENT,3.0,DEBTCONSOLIDATION,E,7200,14.67,1,0.14,N
59000,RENT,2.0,EDUCATION,A,7200,8.0,0,0.12,N
55152,MORTGAGE,8.0,PERSONAL,B,16000,11.49,0,0.29,N
60000,RENT,2.0,VENTURE,A,7200,8.49,0,0.12,N
55200,MORTGAGE,5.0,EDUCATION,B,4225,12.42,0,0.08,N
60000,RENT,0.0,VENTURE,B,7200,11.14,0,0.12,N
60000,RENT,3.0,HOMEIMPROVEMENT,C,7200,13.48,0,0.12,Y
60000,RENT,0.0,EDUCATION,C,7200,12.87,0,0.12,Y
49200,MORTGAGE,6.0,MEDICAL,C,6500,12.68,1,0.13,Y
60000,RENT,5.0,EDUCATION,C,7200,13.22,0,0.12,N
55200,MORTGAGE,5.0,VENTURE,A,8900,6.17,0,0.16,N
60036,RENT,7.0,MEDICAL,B,7200,9.91,0,0.12,N
49200,MORTGAGE,8.0,MEDICAL,E,2500,,1,0.05,N
60675,RENT,5.0,PERSONAL,C,7200,14.72,0,0.12,Y
61490,RENT,5.0,EDUCATION,B,7200,10.99,0,0.12,N
55200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000,11.86,0,0.04,N
55200,MORTGAGE,7.0,EDUCATION,B,4000,10.08,0,0.07,N
63000,RENT,9.0,EDUCATION,A,7200,7.88,0,0.11,N
64000,RENT,0.0,MEDICAL,C,7200,15.96,0,0.11,N
55316,OWN,10.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.11,N
67500,RENT,2.0,EDUCATION,A,7200,7.88,0,0.11,N
55400,MORTGAGE,8.0,VENTURE,A,11000,7.29,0,0.2,N
62000,RENT,3.0,EDUCATION,A,7200,7.9,1,0.12,N
68400,RENT,7.0,EDUCATION,C,7200,14.72,0,0.11,N
49493,MORTGAGE,6.0,VENTURE,C,15250,13.11,1,0.31,Y
71604,RENT,0.0,EDUCATION,B,7200,10.95,0,0.1,N
75000,RENT,2.0,VENTURE,C,7200,13.61,0,0.1,N
55500,MORTGAGE,6.0,MEDICAL,A,3000,7.37,0,0.05,N
55530,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.14,N
55530,MORTGAGE,5.0,EDUCATION,A,3200,6.62,0,0.06,N
49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.32,Y
76668,RENT,10.0,EDUCATION,A,7200,9.63,0,0.09,N
80000,RENT,3.0,DEBTCONSOLIDATION,A,7200,8.9,0,0.09,N
80500,RENT,5.0,DEBTCONSOLIDATION,B,7200,9.25,0,0.09,N
84000,RENT,5.0,VENTURE,A,7200,8.49,0,0.09,N
55600,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11700,13.57,0,0.21,Y
55605,MORTGAGE,8.0,MEDICAL,B,6500,10.99,0,0.12,N
49635,MORTGAGE,6.0,PERSONAL,A,12000,7.29,1,0.24,N
55680,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7875,10.65,0,0.14,N
73000,RENT,2.0,PERSONAL,D,7200,14.96,1,0.1,N
88500,RENT,3.0,DEBTCONSOLIDATION,C,7200,13.47,0,0.08,N
55800,MORTGAGE,9.0,MEDICAL,C,3500,14.17,0,0.06,Y
55800,MORTGAGE,1.0,PERSONAL,B,4000,10.75,0,0.07,N
55800,MORTGAGE,0.0,VENTURE,A,3200,7.68,0,0.06,N
55812,MORTGAGE,4.0,MEDICAL,B,21825,11.36,0,0.39,N
90000,RENT,1.0,DEBTCONSOLIDATION,B,7200,9.91,0,0.08,N
55900,MORTGAGE,5.0,PERSONAL,C,18200,14.26,0,0.33,N
49963,MORTGAGE,9.0,EDUCATION,B,2100,11.49,1,0.04,N
49980,MORTGAGE,7.0,MEDICAL,B,4800,10.37,1,0.1,N
56000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,,0,0.21,N
93000,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.92,0,0.08,N
105000,RENT,7.0,PERSONAL,B,7200,11.71,0,0.07,N
56000,MORTGAGE,3.0,EDUCATION,D,10075,16.29,0,0.18,Y
56000,MORTGAGE,5.0,PERSONAL,C,10250,14.65,0,0.18,Y
111000,RENT,1.0,HOMEIMPROVEMENT,B,7200,12.18,0,0.06,N
56000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,12.42,0,0.18,N
56000,MORTGAGE,7.0,VENTURE,A,7200,6.03,0,0.13,N
56000,MORTGAGE,8.0,MEDICAL,A,12250,6.03,0,0.22,N
135000,RENT,6.0,HOMEIMPROVEMENT,B,7200,9.91,0,0.05,N
149000,RENT,9.0,MEDICAL,A,7200,,0,0.05,N
62467,RENT,1.0,HOMEIMPROVEMENT,B,7250,10.65,0,0.12,N
56000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6000,15.23,0,0.11,N
80000,RENT,6.0,VENTURE,A,7250,5.42,0,0.09,N
56000,OWN,8.0,VENTURE,A,2000,6.99,0,0.04,N
26729,RENT,5.0,MEDICAL,B,7300,11.14,0,0.27,N
56000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13600,15.23,0,0.24,Y
56000,MORTGAGE,3.0,VENTURE,B,2000,10.99,0,0.04,N
56000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19125,13.99,0,0.34,Y
50000,MORTGAGE,6.0,PERSONAL,A,12800,7.49,1,0.26,N
56000,MORTGAGE,4.0,MEDICAL,B,9000,10.59,0,0.16,N
37086,RENT,7.0,DEBTCONSOLIDATION,A,7300,7.88,0,0.2,N
38000,RENT,1.0,MEDICAL,A,7300,,0,0.19,N
56000,MORTGAGE,3.0,EDUCATION,A,15000,8.49,0,0.27,N
41400,RENT,5.0,DEBTCONSOLIDATION,B,7300,9.45,0,0.18,N
56000,MORTGAGE,8.0,EDUCATION,A,10000,7.49,0,0.18,N
45999,RENT,1.0,VENTURE,A,7300,7.88,0,0.16,N
50000,MORTGAGE,7.0,MEDICAL,D,7500,15.62,1,0.15,N
56000,MORTGAGE,,EDUCATION,A,5000,5.42,0,0.09,N
56000,MORTGAGE,9.0,VENTURE,B,12375,11.49,0,0.22,N
50000,RENT,4.0,EDUCATION,B,7300,11.71,0,0.15,N
56000,MORTGAGE,2.0,EDUCATION,C,5250,12.87,0,0.09,N
56000,MORTGAGE,5.0,MEDICAL,A,17400,5.99,0,0.31,N
53600,RENT,1.0,EDUCATION,A,7300,8.0,0,0.14,N
96000,RENT,7.0,EDUCATION,A,7300,8.49,0,0.08,N
56000,MORTGAGE,4.0,VENTURE,A,6000,5.99,0,0.11,N
56000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.36,N
42000,RENT,1.0,VENTURE,B,7325,12.69,0,0.17,N
12480,RENT,1.0,VENTURE,A,7350,6.92,1,0.59,N
32500,RENT,5.0,MEDICAL,C,7350,13.43,0,0.23,Y
33000,RENT,1.0,MEDICAL,B,7350,11.71,0,0.22,N
56000,OWN,7.0,EDUCATION,B,20000,,0,0.36,N
42000,RENT,4.0,EDUCATION,B,7400,,0,0.18,N
42000,RENT,0.0,EDUCATION,E,7400,16.32,1,0.18,N
43995,RENT,,PERSONAL,C,7400,13.99,1,0.17,Y
56000,MORTGAGE,6.0,MEDICAL,B,5600,10.37,0,0.1,N
57996,RENT,5.0,EDUCATION,B,7400,10.36,0,0.13,N
62000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.99,0,0.12,N
56000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,0,0.11,N
72000,RENT,5.0,EDUCATION,D,7400,15.65,0,0.1,Y
56000,MORTGAGE,10.0,EDUCATION,C,15000,14.35,0,0.27,N
34359,RENT,6.0,EDUCATION,A,7475,9.63,0,0.22,N
12720,RENT,1.0,EDUCATION,A,7500,7.05,1,0.59,N
56000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.05,N
56000,OWN,8.0,EDUCATION,B,2000,11.49,0,0.04,N
56000,MORTGAGE,6.0,PERSONAL,A,4750,7.14,0,0.08,N
20796,RENT,2.0,VENTURE,A,7500,7.88,1,0.36,N
56000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.1,N
56000,MORTGAGE,5.0,MEDICAL,B,12000,10.99,0,0.21,N
21000,RENT,6.0,DEBTCONSOLIDATION,A,7500,6.91,1,0.36,N
56000,OWN,2.0,MEDICAL,B,15000,10.62,0,0.27,N
21360,RENT,0.0,PERSONAL,A,7500,7.14,1,0.35,N
21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,N
22596,RENT,4.0,MEDICAL,B,7500,9.76,1,0.33,N
23196,RENT,1.0,EDUCATION,D,7500,13.24,1,0.32,N
24996,RENT,3.0,EDUCATION,C,7500,12.98,0,0.3,Y
56000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,11.14,0,0.14,N
25000,RENT,0.0,PERSONAL,A,7500,7.51,0,0.3,N
56000,MORTGAGE,5.0,VENTURE,A,13000,8.94,0,0.23,N
